"STUDYID","DOMAIN","RDOMAIN","USUBJID","POOLID","COSEQ","IDVAR","IDVARVAL","COREF","COVAL","COEVAL","CODTC","CODY"
"GLP003","CO","CL","107001566",NA,446,"CLSEQ","5043",NA,"Haircoat stained red on both shoulders.",NA,NA,NA
"GLP003","CO","CL","107001566",NA,447,"CLSEQ","5044",NA,"Haircoat stained red on both shoulders.",NA,NA,NA
"GLP003","CO","CL","107001566",NA,448,"CLSEQ","5045",NA,"Haircoat stained red on both shoulders.",NA,NA,NA
"GLP003","CO","CL","107001566",NA,449,"CLSEQ","5046",NA,"Haircoat stained red on both shoulders.",NA,NA,NA
"GLP003","CO","CL","107001566",NA,450,"CLSEQ","5047",NA,"Haircoat stained red on both shoulders.",NA,NA,NA
"GLP003","CO","CL","107001566",NA,451,"CLSEQ","5048",NA,"Haircoat stained red on both shoulders.",NA,NA,NA
"GLP003","CO","CL","107001566",NA,452,"CLSEQ","5049",NA,"Haircoat stained red on both shoulders.",NA,NA,NA
"GLP003","CO","CL","107001566",NA,453,"CLSEQ","5050",NA,"Haircoat stained red on both shoulders.",NA,NA,NA
"GLP003","CO","CL","107001566",NA,454,"CLSEQ","5051",NA,"Haircoat stained red on both shoulders.",NA,NA,NA
"GLP003","CO","CL","107001566",NA,455,"CLSEQ","5052",NA,"Haircoat stained red on both shoulders.",NA,NA,NA
"GLP003","CO","CL","107001566",NA,456,"CLSEQ","5053",NA,"Haircoat stained red on both shoulders.",NA,NA,NA
"GLP003","CO","CL","107001566",NA,457,"CLSEQ","5054",NA,"Haircoat stained red on both shoulders.",NA,NA,NA
"GLP003","CO","CL","107001566",NA,458,"CLSEQ","5055",NA,"Haircoat stained red on both shoulders.",NA,NA,NA
"GLP003","CO","CL","107001638",NA,459,"CLSEQ","5182",NA,"Haircoat stained red on dorsal neck.",NA,NA,NA
"GLP003","CO","CL","107001638",NA,460,"CLSEQ","5183",NA,"Haircoat stained red on dorsal neck.",NA,NA,NA
"GLP003","CO","CL","107001638",NA,461,"CLSEQ","5184",NA,"Haircoat stained red on dorsal neck.",NA,NA,NA
"GLP003","CO","CL","107001638",NA,462,"CLSEQ","5185",NA,"Haircoat stained red on dorsal neck.",NA,NA,NA
"GLP003","CO","CL","107001638",NA,463,"CLSEQ","5186",NA,"Haircoat stained red on dorsal neck.",NA,NA,NA
"GLP003","CO","CL","107001638",NA,464,"CLSEQ","5187",NA,"Haircoat stained red on dorsal neck.",NA,NA,NA
"GLP003","CO","CL","107001638",NA,465,"CLSEQ","5188",NA,"Haircoat stained red on dorsal neck.",NA,NA,NA
"GLP003","CO","CL","107001638",NA,466,"CLSEQ","5191",NA,"Haircoat stained red on dorsal neck.",NA,NA,NA
"GLP003","CO","CL","107001638",NA,467,"CLSEQ","5192",NA,"Haircoat stained red on dorsal neck.",NA,NA,NA
"GLP003","CO","CL","107001638",NA,468,"CLSEQ","5193",NA,"Haircoat stained red on dorsal neck.",NA,NA,NA
"GLP003","CO","CL","107001638",NA,469,"CLSEQ","5194",NA,"Haircoat stained red on dorsal neck.",NA,NA,NA
"GLP003","CO","CL","107001638",NA,470,"CLSEQ","5195",NA,"Haircoat stained red on dorsal neck.",NA,NA,NA
"GLP003","CO","CL","107001638",NA,471,"CLSEQ","5196",NA,"Haircoat stained red on dorsal neck.",NA,NA,NA
"GLP003","CO","CL","107001638",NA,472,"CLSEQ","5197",NA,"Haircoat stained red on dorsal neck.",NA,NA,NA
"GLP003","CO","CL","107001638",NA,473,"CLSEQ","5198",NA,"Haircoat stained red on dorsal neck.",NA,NA,NA
"GLP003","CO","CL","107001638",NA,474,"CLSEQ","5199",NA,"Haircoat stained red on dorsal neck.",NA,NA,NA
"GLP003","CO","CL","107001638",NA,475,"CLSEQ","5200",NA,"Haircoat stained red on dorsal neck.",NA,NA,NA
"GLP003","CO","CL","107001638",NA,476,"CLSEQ","5201",NA,"Haircoat stained red on dorsal neck.",NA,NA,NA
"GLP003","CO","CL","107001638",NA,477,"CLSEQ","5202",NA,"Haircoat stained red on dorsal neck.",NA,NA,NA
"GLP003","CO","CL","107001638",NA,478,"CLSEQ","5203",NA,"Haircoat stained red on dorsal neck.",NA,NA,NA
"GLP003","CO","CL","107001449",NA,479,"CLSEQ","5239",NA,"Haircoat stained red around muzzle.",NA,NA,NA
"GLP003","CO","CL","107001477",NA,480,"CLSEQ","5387",NA,"Haircoat stained red around mouth.",NA,NA,NA
"GLP003","CO","CL","107001477",NA,481,"CLSEQ","5388",NA,"Haircoat stained red around mouth.",NA,NA,NA
"GLP003","CO","CL","107001369",NA,482,"CLSEQ","5422",NA,"Wet haircoat around mouth.",NA,NA,NA
"GLP003","CO","CL","107001350",NA,483,"CLSEQ","5564",NA,"Haircoat thin right lateral side of abdomen",NA,NA,NA
"GLP003","CO","CL","107001350",NA,484,"CLSEQ","5565",NA,"Thin haircoat on right lateral side of abdomen.",NA,NA,NA
"GLP003","CO","CL","107001350",NA,485,"CLSEQ","5566",NA,"Thin haircoat on right lateral side of abdomen.",NA,NA,NA
"GLP003","CO","CL","107001350",NA,486,"CLSEQ","5567",NA,"Thin haircoat on right lateral side of abdomen.",NA,NA,NA
"GLP003","CO","CL","107001350",NA,487,"CLSEQ","5568",NA,"Thin haircoat on right lateral side of abdomen.",NA,NA,NA
"GLP003","CO","CL","107001350",NA,488,"CLSEQ","5569",NA,"Thin haircoat on right lateral side of abdomen.",NA,NA,NA
"GLP003","CO","CL","107001350",NA,489,"CLSEQ","5570",NA,"Thin haircoat on right lateral side of abdomen.",NA,NA,NA
"GLP003","CO","CL","107001350",NA,490,"CLSEQ","5571",NA,"Thin haircoat on right lateral side of abdomen.",NA,NA,NA
"GLP003","CO","CL","107001350",NA,491,"CLSEQ","5572",NA,"Thin haircoat on right lateral side of abdomen.",NA,NA,NA
"GLP003","CO","CL","107001350",NA,492,"CLSEQ","5574",NA,"Thin haircoat on right lateral side of abdomen.",NA,NA,NA
"GLP003","CO","CL","107001350",NA,493,"CLSEQ","5575",NA,"Thin haircoat on right lateral side of abdomen.",NA,NA,NA
"GLP003","CO","CL","107001350",NA,494,"CLSEQ","5576",NA,"Thin haircoat on right lateral side of abdomen.",NA,NA,NA
"GLP003","CO","CL","107001350",NA,495,"CLSEQ","5577",NA,"Thin haircoat on right lateral side of abdomen.",NA,NA,NA
"GLP003","CO","CL","107001350",NA,496,"CLSEQ","5578",NA,"Thin haircoat on right lateral side of abdomen.",NA,NA,NA
"GLP003","CO","CL","107001350",NA,497,"CLSEQ","5579",NA,"Thin haircoat on right lateral side of abdomen.",NA,NA,NA
"GLP003","CO","CL","107001350",NA,498,"CLSEQ","5580",NA,"Thin haircoat on right lateral side of abdomen.",NA,NA,NA
"GLP003","CO","CL","107001350",NA,499,"CLSEQ","5581",NA,"Thin haircoat on right lateral side of abdomen.",NA,NA,NA
"GLP003","CO","CL","107001350",NA,500,"CLSEQ","5583",NA,"Thin haircoat on right lateral side of abdomen.",NA,NA,NA
"GLP003","CO","CL","107001350",NA,501,"CLSEQ","5584",NA,"Thin haircoat on right lateral side of abdomen.",NA,NA,NA
"GLP003","CO","CL","107001350",NA,502,"CLSEQ","5585",NA,"Thin haircoat on right lateral side of abdomen.",NA,NA,NA
"GLP003","CO","CL","107001350",NA,503,"CLSEQ","5586",NA,"Thin haircoat on right lateral side of abdomen.",NA,NA,NA
"GLP003","CO","CL","107001350",NA,504,"CLSEQ","5587",NA,"Thin haircoat on right lateral side of abdomen.",NA,NA,NA
"GLP003","CO","CL","107001350",NA,505,"CLSEQ","5588",NA,"Thin haircoat on right lateral side of abdomen.",NA,NA,NA
"GLP003","CO","CL","107001350",NA,506,"CLSEQ","5589",NA,"Thin haircoat on right lateral side of abdomen.",NA,NA,NA
"GLP003","CO","CL","107001485",NA,507,"CLSEQ","5734",NA,"Head stained red.",NA,NA,NA
"GLP003","CO","CL","107001485",NA,508,"CLSEQ","5735",NA,"Head stained red.",NA,NA,NA
"GLP003","CO","CL","107001485",NA,509,"CLSEQ","5736",NA,"Head stained red.",NA,NA,NA
"GLP003","CO","CL","107001485",NA,510,"CLSEQ","5737",NA,"Head stained red.",NA,NA,NA
"GLP003","CO","CL","107001485",NA,511,"CLSEQ","5738",NA,"Head stained red.",NA,NA,NA
"GLP003","CO","CL","107001485",NA,512,"CLSEQ","5739",NA,"Head stained red.",NA,NA,NA
"GLP003","CO","CL","107001485",NA,513,"CLSEQ","5740",NA,"Head stained red.",NA,NA,NA
"GLP003","CO","CL","107001485",NA,514,"CLSEQ","5741",NA,"Head stained red.",NA,NA,NA
"GLP003","CO","CL","107001485",NA,515,"CLSEQ","5742",NA,"Head stained red.",NA,NA,NA
"GLP003","CO","CL","107001435",NA,516,"CLSEQ","5756",NA,"scabs present on head behind both pinnae. Left pinnae also has multifocal scabs and right pinnae has focal scab.",NA,NA,NA
"GLP003","CO","CL","107001435",NA,517,"CLSEQ","5757",NA,"scabs present on head behind both pinnae. Left pinnae also has multifocal scabs and right pinnae has focal scab.",NA,NA,NA
"GLP003","CO","CL","107001435",NA,518,"CLSEQ","5758",NA,"scabs present on head behind both pinnae. Left pinnae also has multifocal scabs and right pinnae has focal scab.",NA,NA,NA
"GLP003","CO","CL","107001435",NA,519,"CLSEQ","5759",NA,"scabs present on head behind both pinnae. Left pinnae also has multifocal scabs and right pinnae has focal scab.",NA,NA,NA
"GLP003","CO","CL","107001435",NA,520,"CLSEQ","5760",NA,"scabs present on head behind both pinnae. Left pinnae also has multifocal scabs and right pinnae has focal scab.",NA,NA,NA
"GLP003","CO","CL","107001435",NA,521,"CLSEQ","5776",NA,"Multifocal scabs on head, around left ear.",NA,NA,NA
"GLP003","CO","CL","107001435",NA,522,"CLSEQ","5777",NA,"Multifocal scabs on head, around left ear.",NA,NA,NA
"GLP003","CO","CL","107001435",NA,523,"CLSEQ","5778",NA,"Multifocal scabs on head, around left ear.",NA,NA,NA
"GLP003","CO","CL","107001435",NA,524,"CLSEQ","5779",NA,"Multifocal scabs on head, around left ear.",NA,NA,NA
"GLP003","CO","CL","107001435",NA,525,"CLSEQ","5780",NA,"Multifocal scabs on head, around left ear.",NA,NA,NA
"GLP003","CO","CL","107001435",NA,526,"CLSEQ","5781",NA,"Multifocal scabs on head, around left ear.",NA,NA,NA
"GLP003","CO","CL","107001435",NA,527,"CLSEQ","5782",NA,"Multifocal scabs on head, around left ear.",NA,NA,NA
"GLP003","CO","CL","107001435",NA,528,"CLSEQ","5783",NA,"Multifocal scabs on head, around left ear.",NA,NA,NA
"GLP003","CO","CL","107001435",NA,529,"CLSEQ","5784",NA,"Multifocal scabs on head, around left ear.",NA,NA,NA
"GLP003","CO","CL","107001435",NA,530,"CLSEQ","5785",NA,"Multifocal scabs on head, around left ear.",NA,NA,NA
"GLP003","CO","CL","107001435",NA,531,"CLSEQ","5786",NA,"Multifocal scabs on head, around left ear.",NA,NA,NA
"GLP003","CO","CL","107001435",NA,532,"CLSEQ","5787",NA,"Multifocal scabs on head, around left ear.",NA,NA,NA
"GLP003","CO","CL","107001435",NA,533,"CLSEQ","5788",NA,"Multifocal scabs on head, around right ear.",NA,NA,NA
"GLP003","CO","CL","107001435",NA,534,"CLSEQ","5789",NA,"Multifocal scabs on head, around right ear.",NA,NA,NA
"GLP003","CO","CL","107001435",NA,535,"CLSEQ","5790",NA,"Multifocal scabs on head, around right ear.",NA,NA,NA
"GLP003","CO","CL","107001435",NA,536,"CLSEQ","5791",NA,"Multifocal scabs on head, around right ear.",NA,NA,NA
"GLP003","CO","CL","107001435",NA,537,"CLSEQ","5792",NA,"Multifocal scabs on head, around right ear.",NA,NA,NA
"GLP003","CO","CL","107001435",NA,538,"CLSEQ","5793",NA,"Multifocal scabs on head, around right ear.",NA,NA,NA
"GLP003","CO","CL","107001435",NA,539,"CLSEQ","5794",NA,"Multifocal scabs on head, around right ear.",NA,NA,NA
"GLP003","CO","CL","107001435",NA,540,"CLSEQ","5795",NA,"Multifocal scabs on head, around right ear.",NA,NA,NA
"GLP003","CO","CL","107001435",NA,541,"CLSEQ","5796",NA,"Multifocal scabs on head, around right ear.",NA,NA,NA
"GLP003","CO","CL","107001435",NA,542,"CLSEQ","5797",NA,"Multifocal scabs on head, around right ear.",NA,NA,NA
"GLP003","CO","CL","107001435",NA,543,"CLSEQ","5798",NA,"Multifocal scabs on head, around right ear.",NA,NA,NA
"GLP003","CO","CL","107001435",NA,544,"CLSEQ","5799",NA,"Multifocal scabs on head, around right ear.",NA,NA,NA
"GLP003","CO","CL","107001435",NA,545,"CLSEQ","5800",NA,"Multifocal scabs on head, around right ear.",NA,NA,NA
"GLP003","CO","CL","107001435",NA,546,"CLSEQ","5807",NA,"Haicoat stained red on muzzle.",NA,NA,NA
"GLP003","CO","CL","107001435",NA,547,"CLSEQ","5808",NA,"Haicoat stained red on muzzle.",NA,NA,NA
"GLP003","CO","CL","107001435",NA,548,"CLSEQ","5809",NA,"Haicoat stained red on muzzle.",NA,NA,NA
"GLP003","CO","CL","107001435",NA,549,"CLSEQ","5810",NA,"Haicoat stained red on muzzle.",NA,NA,NA
"GLP003","CO","CL","107001435",NA,550,"CLSEQ","5811",NA,"Haicoat stained red on muzzle.",NA,NA,NA
"GLP003","CO","CL","107001435",NA,551,"CLSEQ","5812",NA,"Haicoat stained red on muzzle.",NA,NA,NA
"GLP003","CO","CL","107001383",NA,552,"CLSEQ","5904",NA,"Wet haircoat around mouth.",NA,NA,NA
"GLP003","CO","CL","107001617",NA,553,"CLSEQ","5973",NA,"Haircoat stained red on mouth and both forefeet.",NA,NA,NA
"GLP003","CO","CL","107001617",NA,554,"CLSEQ","5974",NA,"Haircoat stained red on mouth and both forefeet.",NA,NA,NA
"GLP003","CO","CL","107001617",NA,555,"CLSEQ","5975",NA,"Haircoat stained red on mouth and both forefeet.",NA,NA,NA
"GLP003","CO","CL","107001617",NA,556,"CLSEQ","5976",NA,"Haircoat stained red on mouth and both forefeet.",NA,NA,NA
"GLP003","CO","CL","107001617",NA,557,"CLSEQ","5977",NA,"Haircoat stained red on mouth and both forefeet.",NA,NA,NA
"GLP003","CO","CL","107001617",NA,558,"CLSEQ","5978",NA,"Haircoat stained red on mouth and both forefeet.",NA,NA,NA
"GLP003","CO","CL","107001617",NA,559,"CLSEQ","5979",NA,"Haircoat stained red on mouth and both forefeet.",NA,NA,NA
"GLP003","CO","CL","107001617",NA,560,"CLSEQ","5980",NA,"Haircoat stained red on mouth and both forefeet.",NA,NA,NA
"GLP003","CO","CL","107001578",NA,561,"CLSEQ","6011",NA,"haircoat stained red on muzzle.",NA,NA,NA
"GLP003","CO","CL","107001578",NA,562,"CLSEQ","6012",NA,"Focal scab on left side of mouth.",NA,NA,NA
"GLP003","CO","CL","107001578",NA,563,"CLSEQ","6013",NA,"Focal scab on left side of mouth.",NA,NA,NA
"GLP003","CO","CL","107001571",NA,564,"CLSEQ","6048",NA,"Haircoat wet and stained yellow on perigenital area.",NA,NA,NA
"GLP003","CO","CL","107001571",NA,565,"CLSEQ","6049",NA,"Haircoat wet and stained yellow on perigenital area.",NA,NA,NA
"GLP003","CO","CL","107001571",NA,566,"CLSEQ","6050",NA,"Haircoat wet and stained yellow on perigenital area.",NA,NA,NA
"GLP003","CO","CL","107001571",NA,567,"CLSEQ","6051",NA,"Haircoat wet and stained yellow on perigenital area.",NA,NA,NA
"GLP003","CO","CL","107001532",NA,568,"CLSEQ","6079",NA,"Scab located on right lower corner of mouth.",NA,NA,NA
"GLP003","CO","CL","107001532",NA,569,"CLSEQ","6080",NA,"Scab located on right lower corner of mouth.",NA,NA,NA
"GLP003","CO","CL","107001532",NA,570,"CLSEQ","6081",NA,"Scab located on right lower corner of mouth.",NA,NA,NA
"GLP003","CO","CL","107001532",NA,571,"CLSEQ","6082",NA,"Scab located on right lower corner of mouth.",NA,NA,NA
"GLP003","CO","CL","107001532",NA,572,"CLSEQ","6083",NA,"Scab located on right lower corner of mouth.",NA,NA,NA
"GLP003","CO","CL","107001532",NA,573,"CLSEQ","6084",NA,"Scab located on right lower corner of mouth.",NA,NA,NA
"GLP003","CO","CL","107001522",NA,574,"CLSEQ","6118",NA,"Wet haircoat around mouth.",NA,NA,NA
"GLP003","CO","CL","107001522",NA,575,"CLSEQ","6119",NA,"Wet haircoat around mouth.",NA,NA,NA
"GLP003","CO","CL","107001610",NA,576,"CLSEQ","6149",NA,"Haircoat on head stained red.",NA,NA,NA
"GLP003","CO","CL","107001610",NA,577,"CLSEQ","6150",NA,"Haircoat on head stained red.",NA,NA,NA
"GLP003","CO","CL","107001610",NA,578,"CLSEQ","6151",NA,"Haircoat on head stained red.",NA,NA,NA
"GLP003","CO","CL","107001610",NA,579,"CLSEQ","6152",NA,"Haircoat on head stained red.",NA,NA,NA
"GLP003","CO","CL","107001610",NA,580,"CLSEQ","6153",NA,"Haircoat on head stained red.",NA,NA,NA
"GLP003","CO","CL","107001610",NA,581,"CLSEQ","6154",NA,"Haircoat stained red on head.",NA,NA,NA
"GLP003","CO","CL","107001610",NA,582,"CLSEQ","6155",NA,"Haircoat stained red on head.",NA,NA,NA
"GLP003","CO","CL","107001610",NA,583,"CLSEQ","6157",NA,"Haircoat stained red on head. Haircoat wet around mouth.",NA,NA,NA
"GLP003","CO","CL","107001610",NA,584,"CLSEQ","6158",NA,"Haircoat stained red on head. Haircoat wet around mouth.",NA,NA,NA
"GLP003","CO","CL","107001504",NA,585,"CLSEQ","6177",NA,"Head stained red.",NA,NA,NA
"GLP003","CO","CL","107001504",NA,586,"CLSEQ","6178",NA,"Head stained red.",NA,NA,NA
"GLP003","CO","CL","107001504",NA,587,"CLSEQ","6179",NA,"Haircoat on head stained red.",NA,NA,NA
"GLP003","CO","CL","107001504",NA,588,"CLSEQ","6180",NA,"Haircoat on head stained red.",NA,NA,NA
"GLP003","CO","CL","107001504",NA,589,"CLSEQ","6181",NA,"Haircoat on head stained red.",NA,NA,NA
"GLP003","CO","CL","107001504",NA,590,"CLSEQ","6182",NA,"Haircoat on head stained red.",NA,NA,NA
"GLP003","CO","CL","107001504",NA,591,"CLSEQ","6183",NA,"Haircoat on head stained red.",NA,NA,NA
"GLP003","CO","CL","107001504",NA,592,"CLSEQ","6184",NA,"Haircoat on head stained red.",NA,NA,NA
"GLP003","CO","CL","107001504",NA,593,"CLSEQ","6185",NA,"Haircoat on head stained red.",NA,NA,NA
"GLP003","CO","CL","107001504",NA,594,"CLSEQ","6186",NA,"Haircoat on head stained red.",NA,NA,NA
"GLP003","CO","CL","107001504",NA,595,"CLSEQ","6187",NA,"Haircoat on head stained red.",NA,NA,NA
"GLP003","CO","CL","107001504",NA,596,"CLSEQ","6188",NA,"Haircoat on head stained red.",NA,NA,NA
"GLP003","CO","CL","107001504",NA,597,"CLSEQ","6189",NA,"Haircoat on head stained red.",NA,NA,NA
"GLP003","CO","CL","107001504",NA,598,"CLSEQ","6190",NA,"Haircoat on head stained red.",NA,NA,NA
"GLP003","CO","CL","107001504",NA,599,"CLSEQ","6191",NA,"Haircoat on head stained red.",NA,NA,NA
"GLP003","CO","CL","107001504",NA,600,"CLSEQ","6192",NA,"Haircoat on head stained red.",NA,NA,NA
"GLP003","CO","CL","107001504",NA,601,"CLSEQ","6193",NA,"Haircoat on head, muzzle, and both forefeet stained red.",NA,NA,NA
"GLP003","CO","CL","107001504",NA,602,"CLSEQ","6194",NA,"Haircoat on head, muzzle, and both forefeet stained red.",NA,NA,NA
"GLP003","CO","CL","107001504",NA,603,"CLSEQ","6195",NA,"Haircoat on head, muzzle, and both forefeet stained red.",NA,NA,NA
"GLP003","CO","CL","107001504",NA,604,"CLSEQ","6196",NA,"Haircoat on head, muzzle, and both forefeet stained red.",NA,NA,NA
"GLP003","CO","CL","107001504",NA,605,"CLSEQ","6197",NA,"Haircoat on head, muzzle, and both forefeet stained red.",NA,NA,NA
"GLP003","CO","CL","107001504",NA,606,"CLSEQ","6198",NA,"Haircoat on head, muzzle, and both forefeet stained red.",NA,NA,NA
"GLP003","CO","CL","107001504",NA,607,"CLSEQ","6199",NA,"Haircoat on head, muzzle, and both forefeet stained red.",NA,NA,NA
"GLP003","CO","CL","107001504",NA,608,"CLSEQ","6200",NA,"Haircoat on head, muzzle, and both forefeet stained red.",NA,NA,NA
"GLP003","CO","CL","107001504",NA,609,"CLSEQ","6201",NA,"Haircoat on head stained red.",NA,NA,NA
"GLP003","CO","CL","107001504",NA,610,"CLSEQ","6203",NA,"Haircoat on head stained red.",NA,NA,NA
"GLP003","CO","CL","107001504",NA,611,"CLSEQ","6204",NA,"Haircoat on head stained red.",NA,NA,NA
"GLP003","CO","CL","107001504",NA,612,"CLSEQ","6205",NA,"Haircoat on head stained red. Haircoat wet around mouth.",NA,NA,NA
"GLP003","CO","CL","107001504",NA,613,"CLSEQ","6206",NA,"Haircoat on head stained red. Haircoat wet around mouth.",NA,NA,NA
"GLP003","CO","CL","107001536",NA,614,"CLSEQ","6236",NA,"Scab located on middle of lower lip.",NA,NA,NA
"GLP003","CO","CL","107001536",NA,615,"CLSEQ","6237",NA,"Scab located on middle of lower lip.",NA,NA,NA
"GLP003","CO","CL","107001633",NA,616,"CLSEQ","6263",NA,"Haircoat wet and stained yellow on perigenital area.",NA,NA,NA
"GLP003","CO","CL","107001633",NA,617,"CLSEQ","6264",NA,"Haircoat wet and stained yellow on perigenital area.",NA,NA,NA
"GLP003","CO","CL","107001633",NA,618,"CLSEQ","6265",NA,"Haircoat stained yellow around perigenital area.",NA,NA,NA
"GLP003","CO","CL","107001633",NA,619,"CLSEQ","6266",NA,"Haircoat stained yellow around perigenital area.",NA,NA,NA
"GLP003","CO","CL","107001633",NA,620,"CLSEQ","6267",NA,"Haircoat stained yellow around perigenital area.",NA,NA,NA
"GLP003","CO","CL","107001633",NA,621,"CLSEQ","6268",NA,"Haircoat stained yellow around perigenital area.",NA,NA,NA
"GLP003","CO","CL","107001633",NA,622,"CLSEQ","6269",NA,"Haircoat stained yellow around perigenital area.",NA,NA,NA
"GLP003","CO","CL","107001633",NA,623,"CLSEQ","6270",NA,"Haircoat stained yellow around perigenital area.",NA,NA,NA
"GLP003","CO","CL","107001633",NA,624,"CLSEQ","6271",NA,"Haircoat stained yellow around perigenital area.",NA,NA,NA
"GLP003","CO","CL","107001633",NA,625,"CLSEQ","6272",NA,"Haircoat stained yellow around perigenital area.",NA,NA,NA
"GLP003","CO","CL","107001633",NA,626,"CLSEQ","6273",NA,"Haircoat stained yellow around perigenital area.",NA,NA,NA
"GLP003","CO","CL","107001633",NA,627,"CLSEQ","6274",NA,"Haircoat stained yellow around perigenital area.",NA,NA,NA
"GLP003","CO","CL","107001633",NA,628,"CLSEQ","6275",NA,"Haircoat stained yellow around perigenital area.",NA,NA,NA
"GLP003","CO","CL","107001633",NA,629,"CLSEQ","6276",NA,"Haircoat stained yellow around perigenital area.",NA,NA,NA
"GLP003","CO","CL","107001633",NA,630,"CLSEQ","6277",NA,"Haircoat stained yellow around perigenital area.",NA,NA,NA
"GLP003","CO","CL","107001633",NA,631,"CLSEQ","6278",NA,"Haircoat stained yellow around perigenital area.",NA,NA,NA
"GLP003","CO","CL","107001633",NA,632,"CLSEQ","6279",NA,"Haircoat wet and stained yellow on perigenital area.",NA,NA,NA
"GLP003","CO","CL","107001633",NA,633,"CLSEQ","6280",NA,"Haircoat wet and stained yellow on perigenital area.",NA,NA,NA
"GLP003","CO","CL","107001633",NA,634,"CLSEQ","6282",NA,"Haircoat stained red on both forefeet.",NA,NA,NA
"GLP003","CO","CL","107001633",NA,635,"CLSEQ","6283",NA,"Haircoat stained red on both forefeet.",NA,NA,NA
"GLP003","CO","CL","107001633",NA,636,"CLSEQ","6285",NA,"Haircoat wet and stained yellow on perigenital area.",NA,NA,NA
"GLP003","CO","CL","107001633",NA,637,"CLSEQ","6286",NA,"Haircoat wet and stained yellow on perigenital area.",NA,NA,NA
"GLP003","CO","CL","107001633",NA,638,"CLSEQ","6287",NA,"Haircoat wet and stained yellow on perigenital area.",NA,NA,NA
"GLP003","CO","CL","107001633",NA,639,"CLSEQ","6288",NA,"Haircoat wet and stained yellow on perigenital area.",NA,NA,NA
"GLP003","CO","CL","107001633",NA,640,"CLSEQ","6289",NA,"Wet haircoat around mouth.",NA,NA,NA
"GLP003","CO","CL","107001554",NA,641,"CLSEQ","6381",NA,"Haircoat stained red around mouth.",NA,NA,NA
"GLP003","CO","CL","107001554",NA,642,"CLSEQ","6382",NA,"Haircoat stained red around mouth.",NA,NA,NA
"GLP003","CO","CL","107001554",NA,643,"CLSEQ","6384",NA,"Haircoat stained red on muzzle.",NA,NA,NA
"GLP003","CO","CL","107001554",NA,644,"CLSEQ","6385",NA,"Haircoat stained red on muzzle.",NA,NA,NA
"GLP003","CO","CL","107001554",NA,645,"CLSEQ","6386",NA,"Haircoat stained red on muzzle.",NA,NA,NA
"GLP003","CO","CL","107001554",NA,646,"CLSEQ","6387",NA,"Haircoat stained red and wet on muzzle.",NA,NA,NA
"GLP003","CO","CL","107001554",NA,647,"CLSEQ","6388",NA,"Haircoat stained red and wet on muzzle.",NA,NA,NA
"GLP003","CO","CL","107001554",NA,648,"CLSEQ","6389",NA,"Haircoat wet on muzzle.",NA,NA,NA
"GLP003","CO","CL","107001598",NA,649,"CLSEQ","6435",NA,"Haircoat stained red around mouth.",NA,NA,NA
"GLP003","CO","CL","107001598",NA,650,"CLSEQ","6437",NA,"Wet haircoat around mouth.",NA,NA,NA
"GLP003","CO","CL","107001555",NA,651,"CLSEQ","6472",NA,"Haircoat stained red on both forefeet.",NA,NA,NA
"GLP003","CO","CL","107001555",NA,652,"CLSEQ","6473",NA,"Haircoat stained red on both forefeet.",NA,NA,NA
"GLP003","CO","CL","107001555",NA,653,"CLSEQ","6474",NA,"Haircoat stained red on both forefeet.",NA,NA,NA
"GLP003","CO","CL","107001555",NA,654,"CLSEQ","6475",NA,"Haircoat stained red on both forefeet.",NA,NA,NA
"GLP003","CO","CL","107001555",NA,655,"CLSEQ","6476",NA,"Haircoat stained red on both forefeet.",NA,NA,NA
"GLP003","CO","CL","107001555",NA,656,"CLSEQ","6477",NA,"Haircoat stained red on both forefeet.",NA,NA,NA
"GLP003","CO","CL","107001555",NA,657,"CLSEQ","6478",NA,"Haircoat stained red on both forefeet.",NA,NA,NA
"GLP003","CO","CL","107001555",NA,658,"CLSEQ","6479",NA,"Haircoat stained red on both forefeet.",NA,NA,NA
"GLP003","CO","CL","107001555",NA,659,"CLSEQ","6480",NA,"Haircoat stained red on both forefeet.",NA,NA,NA
"GLP003","CO","CL","107001555",NA,660,"CLSEQ","6481",NA,"Haircoat stained red on both forefeet.",NA,NA,NA
"GLP003","CO","CL","107001555",NA,661,"CLSEQ","6482",NA,"Haircoat stained red on both forefeet.",NA,NA,NA
"GLP003","CO","CL","107001555",NA,662,"CLSEQ","6483",NA,"Haircoat stained red on both forefeet.",NA,NA,NA
"GLP003","CO","CL","107001555",NA,663,"CLSEQ","6484",NA,"Haircoat stained red on both forefeet.",NA,NA,NA
"GLP003","CO","CL","107001555",NA,664,"CLSEQ","6485",NA,"Haircoat stained red on both forefeet.",NA,NA,NA
"GLP003","CO","CL","107001555",NA,665,"CLSEQ","6486",NA,"Haircoat stained red on both forefeet.",NA,NA,NA
"GLP003","CO","CL","107001555",NA,666,"CLSEQ","6487",NA,"Haircoat stained red on both forefeet.",NA,NA,NA
"GLP003","CO","CL","107001555",NA,667,"CLSEQ","6488",NA,"Haircoat stained red on both forefeet.",NA,NA,NA
"GLP003","CO","CL","107001555",NA,668,"CLSEQ","6489",NA,"Haircoat stained red on both forefeet.",NA,NA,NA
"GLP003","CO","CL","107001588",NA,669,"CLSEQ","6542",NA,"Haircoat stained red on both forefeet.",NA,NA,NA
