"STUDYID","DOMAIN","USUBJID","POOLID","CLSEQ","CLGRPID","CLSPID","CLTESTCD","CLTEST","CLCAT","CLSCAT","CLBODSYS","CLORRES","CLSTRESC","CLRESCAT","CLSTAT","CLREASND","CLLOC","CLEVAL","CLSEV","CLEXCLFL","CLREASEX","VISITDY","CLDTC","CLDY","CLTPT","CLTPTNUM","CLELTM","CLTPTREF","CLRFTDTC"
"GLP003","CL","107001631",NA,3403,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"Haircoat, abnormal, Neck","Haircoat, abnormal",NA,NA,NA,"Neck",NA,NA,NA,NA,21,"2007-07-04T13:27:01",21,NA,NA,NA,NA,NA
"GLP003","CL","107001631",NA,3404,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"Haircoat, abnormal, Head","Haircoat, abnormal",NA,NA,NA,"Head",NA,NA,NA,NA,22,"2007-07-05T14:03:34",22,NA,NA,NA,NA,NA
"GLP003","CL","107001631",NA,3405,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"Haircoat, abnormal, Neck","Haircoat, abnormal",NA,NA,NA,"Neck",NA,NA,NA,NA,22,"2007-07-05T14:03:34",22,NA,NA,NA,NA,NA
"GLP003","CL","107001631",NA,3406,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"Haircoat, abnormal, Neck","Haircoat, abnormal",NA,NA,NA,"Neck",NA,NA,NA,NA,23,"2007-07-06T11:06:26",23,NA,NA,NA,NA,NA
"GLP003","CL","107001631",NA,3407,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"Haircoat, abnormal, Neck","Haircoat, abnormal",NA,NA,NA,"Neck",NA,NA,NA,NA,24,"2007-07-07T13:26:58",24,NA,NA,NA,NA,NA
"GLP003","CL","107001631",NA,3408,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"Haircoat, abnormal, Neck","Haircoat, abnormal",NA,NA,NA,"Neck",NA,NA,NA,NA,25,"2007-07-08T13:31:05",25,NA,NA,NA,NA,NA
"GLP003","CL","107001631",NA,3409,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"Haircoat, abnormal, Neck","Haircoat, abnormal",NA,NA,NA,"Neck",NA,NA,NA,NA,26,"2007-07-09T08:56:33",26,NA,NA,NA,NA,NA
"GLP003","CL","107001631",NA,3410,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"Haircoat, abnormal, Neck","Haircoat, abnormal",NA,NA,NA,"Neck",NA,NA,NA,NA,27,"2007-07-10T12:45:24",27,NA,NA,NA,NA,NA
"GLP003","CL","107001631",NA,3411,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"Haircoat, abnormal, Neck","Haircoat, abnormal",NA,NA,NA,"Neck",NA,NA,NA,NA,28,"2007-07-11T13:44:17",28,NA,NA,NA,NA,NA
"GLP003","CL","107001631",NA,3412,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"Haircoat, abnormal, Neck","Haircoat, abnormal",NA,NA,NA,"Neck",NA,NA,NA,NA,29,"2007-07-12T12:57:34",29,NA,NA,NA,NA,NA
"GLP003","CL","107001631",NA,3413,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"Feces, mucous","Feces, mucous",NA,NA,NA,NA,NA,NA,NA,NA,30,"2007-07-13T07:01:00",30,NA,NA,NA,NA,NA
"GLP003","CL","107001631",NA,3414,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"End-of-Dose Necropsy","End-of-Dose Necropsy",NA,NA,NA,NA,NA,NA,NA,NA,30,"2007-07-13T10:35:26",30,NA,NA,NA,NA,NA
"GLP003","CL","107001631",NA,3415,NA,NA,"EOBS","Ophthalmologic Examinations","OPHTHALMOLOGY",NA,NA,"NORMAL","NORMAL",NA,NA,NA,NA,NA,NA,NA,NA,-7,"2007-06-07T15:34:11",-7,NA,NA,NA,NA,NA
"GLP003","CL","107001631",NA,3416,NA,NA,"EOBS","Ophthalmologic Examinations","OPHTHALMOLOGY",NA,NA,"NORMAL","NORMAL",NA,NA,NA,NA,NA,NA,NA,NA,22,"2007-07-05T11:07:10",22,NA,NA,NA,NA,NA
"GLP003","CL","107001631",NA,3417,NA,NA,"VOBS","Veterinary Examinations","PHYSICAL EXAM",NA,NA,"NORMAL","NORMAL",NA,NA,NA,NA,NA,NA,NA,NA,-7,"2007-06-07T08:15:15",-7,NA,NA,NA,NA,NA
"GLP003","CL","107001499",NA,3418,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"NORMAL","NORMAL",NA,NA,NA,NA,NA,NA,NA,NA,1,"2007-06-14T15:50:25",1,NA,NA,NA,NA,NA
"GLP003","CL","107001499",NA,3419,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"NORMAL","NORMAL",NA,NA,NA,NA,NA,NA,NA,NA,2,"2007-06-15T15:28:01",2,NA,NA,NA,NA,NA
"GLP003","CL","107001499",NA,3420,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"NORMAL","NORMAL",NA,NA,NA,NA,NA,NA,NA,NA,3,"2007-06-16T15:06:53",3,NA,NA,NA,NA,NA
"GLP003","CL","107001499",NA,3421,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"NORMAL","NORMAL",NA,NA,NA,NA,NA,NA,NA,NA,4,"2007-06-17T10:56:20",4,NA,NA,NA,NA,NA
"GLP003","CL","107001499",NA,3422,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"NORMAL","NORMAL",NA,NA,NA,NA,NA,NA,NA,NA,5,"2007-06-18T10:35:21",5,NA,NA,NA,NA,NA
"GLP003","CL","107001499",NA,3423,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"NORMAL","NORMAL",NA,NA,NA,NA,NA,NA,NA,NA,6,"2007-06-19T15:31:28",6,NA,NA,NA,NA,NA
"GLP003","CL","107001499",NA,3424,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"NORMAL","NORMAL",NA,NA,NA,NA,NA,NA,NA,NA,7,"2007-06-20T11:53:16",7,NA,NA,NA,NA,NA
"GLP003","CL","107001499",NA,3425,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"NORMAL","NORMAL",NA,NA,NA,NA,NA,NA,NA,NA,8,"2007-06-21T11:15:27",8,NA,NA,NA,NA,NA
"GLP003","CL","107001499",NA,3426,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"NORMAL","NORMAL",NA,NA,NA,NA,NA,NA,NA,NA,9,"2007-06-22T12:06:44",9,NA,NA,NA,NA,NA
"GLP003","CL","107001499",NA,3427,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"NORMAL","NORMAL",NA,NA,NA,NA,NA,NA,NA,NA,10,"2007-06-23T16:04:08",10,NA,NA,NA,NA,NA
"GLP003","CL","107001499",NA,3428,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"NORMAL","NORMAL",NA,NA,NA,NA,NA,NA,NA,NA,11,"2007-06-24T14:39:47",11,NA,NA,NA,NA,NA
"GLP003","CL","107001499",NA,3429,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"NORMAL","NORMAL",NA,NA,NA,NA,NA,NA,NA,NA,12,"2007-06-25T14:23:08",12,NA,NA,NA,NA,NA
"GLP003","CL","107001499",NA,3430,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"NORMAL","NORMAL",NA,NA,NA,NA,NA,NA,NA,NA,13,"2007-06-26T13:32:38",13,NA,NA,NA,NA,NA
"GLP003","CL","107001499",NA,3431,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"NORMAL","NORMAL",NA,NA,NA,NA,NA,NA,NA,NA,14,"2007-06-27T11:43:22",14,NA,NA,NA,NA,NA
"GLP003","CL","107001499",NA,3432,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"NORMAL","NORMAL",NA,NA,NA,NA,NA,NA,NA,NA,15,"2007-06-28T14:20:25",15,NA,NA,NA,NA,NA
"GLP003","CL","107001499",NA,3433,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"NORMAL","NORMAL",NA,NA,NA,NA,NA,NA,NA,NA,16,"2007-06-29T13:56:59",16,NA,NA,NA,NA,NA
"GLP003","CL","107001499",NA,3434,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"NORMAL","NORMAL",NA,NA,NA,NA,NA,NA,NA,NA,17,"2007-06-30T14:00:26",17,NA,NA,NA,NA,NA
"GLP003","CL","107001499",NA,3435,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"NORMAL","NORMAL",NA,NA,NA,NA,NA,NA,NA,NA,18,"2007-07-01T11:51:34",18,NA,NA,NA,NA,NA
"GLP003","CL","107001499",NA,3436,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"NORMAL","NORMAL",NA,NA,NA,NA,NA,NA,NA,NA,19,"2007-07-02T12:09:29",19,NA,NA,NA,NA,NA
"GLP003","CL","107001499",NA,3437,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"NORMAL","NORMAL",NA,NA,NA,NA,NA,NA,NA,NA,20,"2007-07-03T09:59:52",20,NA,NA,NA,NA,NA
"GLP003","CL","107001499",NA,3438,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"NORMAL","NORMAL",NA,NA,NA,NA,NA,NA,NA,NA,21,"2007-07-04T13:27:03",21,NA,NA,NA,NA,NA
"GLP003","CL","107001499",NA,3439,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"NORMAL","NORMAL",NA,NA,NA,NA,NA,NA,NA,NA,22,"2007-07-05T14:03:41",22,NA,NA,NA,NA,NA
"GLP003","CL","107001499",NA,3440,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"NORMAL","NORMAL",NA,NA,NA,NA,NA,NA,NA,NA,23,"2007-07-06T11:07:53",23,NA,NA,NA,NA,NA
"GLP003","CL","107001499",NA,3441,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"NORMAL","NORMAL",NA,NA,NA,NA,NA,NA,NA,NA,24,"2007-07-07T13:27:17",24,NA,NA,NA,NA,NA
"GLP003","CL","107001499",NA,3442,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"NORMAL","NORMAL",NA,NA,NA,NA,NA,NA,NA,NA,25,"2007-07-08T13:31:07",25,NA,NA,NA,NA,NA
"GLP003","CL","107001499",NA,3443,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"NORMAL","NORMAL",NA,NA,NA,NA,NA,NA,NA,NA,26,"2007-07-09T08:56:35",26,NA,NA,NA,NA,NA
"GLP003","CL","107001499",NA,3444,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"NORMAL","NORMAL",NA,NA,NA,NA,NA,NA,NA,NA,27,"2007-07-10T12:45:27",27,NA,NA,NA,NA,NA
"GLP003","CL","107001499",NA,3445,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"NORMAL","NORMAL",NA,NA,NA,NA,NA,NA,NA,NA,28,"2007-07-11T13:44:20",28,NA,NA,NA,NA,NA
"GLP003","CL","107001499",NA,3446,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"NORMAL","NORMAL",NA,NA,NA,NA,NA,NA,NA,NA,29,"2007-07-12T12:57:36",29,NA,NA,NA,NA,NA
"GLP003","CL","107001499",NA,3447,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"Feces, liquid","Feces, liquid",NA,NA,NA,NA,NA,NA,NA,NA,2,"2007-06-15T07:09:00",2,NA,NA,NA,NA,NA
"GLP003","CL","107001499",NA,3448,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"Feces, unformed","Feces, unformed",NA,NA,NA,NA,NA,NA,NA,NA,2,"2007-06-15T07:09:00",2,NA,NA,NA,NA,NA
"GLP003","CL","107001499",NA,3449,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"Feces, unformed","Feces, unformed",NA,NA,NA,NA,NA,NA,NA,NA,5,"2007-06-18T07:11:00",5,NA,NA,NA,NA,NA
"GLP003","CL","107001499",NA,3450,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"Feces, unformed","Feces, unformed",NA,NA,NA,NA,NA,NA,NA,NA,30,"2007-07-13T07:01:00",30,NA,NA,NA,NA,NA
"GLP003","CL","107001499",NA,3451,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"End-of-Dose Necropsy","End-of-Dose Necropsy",NA,NA,NA,NA,NA,NA,NA,NA,30,"2007-07-13T10:35:32",30,NA,NA,NA,NA,NA
"GLP003","CL","107001499",NA,3452,NA,NA,"EOBS","Ophthalmologic Examinations","OPHTHALMOLOGY",NA,NA,"NORMAL","NORMAL",NA,NA,NA,NA,NA,NA,NA,NA,-7,"2007-06-07T15:34:11",-7,NA,NA,NA,NA,NA
"GLP003","CL","107001499",NA,3453,NA,NA,"EOBS","Ophthalmologic Examinations","OPHTHALMOLOGY",NA,NA,"NORMAL","NORMAL",NA,NA,NA,NA,NA,NA,NA,NA,22,"2007-07-05T11:07:10",22,NA,NA,NA,NA,NA
"GLP003","CL","107001499",NA,3454,NA,NA,"VOBS","Veterinary Examinations","PHYSICAL EXAM",NA,NA,"NORMAL","NORMAL",NA,NA,NA,NA,NA,NA,NA,NA,-7,"2007-06-07T08:15:15",-7,NA,NA,NA,NA,NA
"GLP003","CL","107001499",NA,3455,NA,NA,"VOBS","Veterinary Examinations","PHYSICAL EXAM",NA,NA,"NORMAL","NORMAL",NA,NA,NA,NA,NA,NA,NA,NA,22,"2007-07-05T11:49:48",22,NA,NA,NA,NA,NA
"GLP003","CL","107001552",NA,3456,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"NORMAL","NORMAL",NA,NA,NA,NA,NA,NA,NA,NA,1,"2007-06-14T15:50:27",1,NA,NA,NA,NA,NA
"GLP003","CL","107001552",NA,3457,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"NORMAL","NORMAL",NA,NA,NA,NA,NA,NA,NA,NA,2,"2007-06-15T15:28:03",2,NA,NA,NA,NA,NA
"GLP003","CL","107001552",NA,3458,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"NORMAL","NORMAL",NA,NA,NA,NA,NA,NA,NA,NA,3,"2007-06-16T15:06:54",3,NA,NA,NA,NA,NA
"GLP003","CL","107001552",NA,3459,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"NORMAL","NORMAL",NA,NA,NA,NA,NA,NA,NA,NA,4,"2007-06-17T10:56:21",4,NA,NA,NA,NA,NA
"GLP003","CL","107001552",NA,3460,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"NORMAL","NORMAL",NA,NA,NA,NA,NA,NA,NA,NA,5,"2007-06-18T10:35:22",5,NA,NA,NA,NA,NA
"GLP003","CL","107001552",NA,3461,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"NORMAL","NORMAL",NA,NA,NA,NA,NA,NA,NA,NA,6,"2007-06-19T15:31:30",6,NA,NA,NA,NA,NA
"GLP003","CL","107001552",NA,3462,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"NORMAL","NORMAL",NA,NA,NA,NA,NA,NA,NA,NA,7,"2007-06-20T11:53:17",7,NA,NA,NA,NA,NA
"GLP003","CL","107001552",NA,3463,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"NORMAL","NORMAL",NA,NA,NA,NA,NA,NA,NA,NA,8,"2007-06-21T11:15:29",8,NA,NA,NA,NA,NA
"GLP003","CL","107001552",NA,3464,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"NORMAL","NORMAL",NA,NA,NA,NA,NA,NA,NA,NA,9,"2007-06-22T12:07:03",9,NA,NA,NA,NA,NA
"GLP003","CL","107001552",NA,3465,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"NORMAL","NORMAL",NA,NA,NA,NA,NA,NA,NA,NA,10,"2007-06-23T16:04:09",10,NA,NA,NA,NA,NA
"GLP003","CL","107001552",NA,3466,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"NORMAL","NORMAL",NA,NA,NA,NA,NA,NA,NA,NA,11,"2007-06-24T14:39:48",11,NA,NA,NA,NA,NA
"GLP003","CL","107001552",NA,3467,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"NORMAL","NORMAL",NA,NA,NA,NA,NA,NA,NA,NA,12,"2007-06-25T14:23:10",12,NA,NA,NA,NA,NA
"GLP003","CL","107001552",NA,3468,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"NORMAL","NORMAL",NA,NA,NA,NA,NA,NA,NA,NA,13,"2007-06-26T13:32:40",13,NA,NA,NA,NA,NA
"GLP003","CL","107001552",NA,3469,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"NORMAL","NORMAL",NA,NA,NA,NA,NA,NA,NA,NA,14,"2007-06-27T11:43:24",14,NA,NA,NA,NA,NA
"GLP003","CL","107001552",NA,3470,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"NORMAL","NORMAL",NA,NA,NA,NA,NA,NA,NA,NA,15,"2007-06-28T14:20:26",15,NA,NA,NA,NA,NA
"GLP003","CL","107001552",NA,3471,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"NORMAL","NORMAL",NA,NA,NA,NA,NA,NA,NA,NA,16,"2007-06-29T13:57:00",16,NA,NA,NA,NA,NA
"GLP003","CL","107001552",NA,3472,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"NORMAL","NORMAL",NA,NA,NA,NA,NA,NA,NA,NA,17,"2007-06-30T14:00:27",17,NA,NA,NA,NA,NA
"GLP003","CL","107001552",NA,3473,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"NORMAL","NORMAL",NA,NA,NA,NA,NA,NA,NA,NA,18,"2007-07-01T11:51:36",18,NA,NA,NA,NA,NA
"GLP003","CL","107001552",NA,3474,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"NORMAL","NORMAL",NA,NA,NA,NA,NA,NA,NA,NA,19,"2007-07-02T12:09:30",19,NA,NA,NA,NA,NA
"GLP003","CL","107001552",NA,3475,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"NORMAL","NORMAL",NA,NA,NA,NA,NA,NA,NA,NA,20,"2007-07-03T09:59:54",20,NA,NA,NA,NA,NA
"GLP003","CL","107001552",NA,3476,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"NORMAL","NORMAL",NA,NA,NA,NA,NA,NA,NA,NA,21,"2007-07-04T13:27:04",21,NA,NA,NA,NA,NA
"GLP003","CL","107001552",NA,3477,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"NORMAL","NORMAL",NA,NA,NA,NA,NA,NA,NA,NA,22,"2007-07-05T14:03:43",22,NA,NA,NA,NA,NA
"GLP003","CL","107001552",NA,3478,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"NORMAL","NORMAL",NA,NA,NA,NA,NA,NA,NA,NA,23,"2007-07-06T11:07:54",23,NA,NA,NA,NA,NA
"GLP003","CL","107001552",NA,3479,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"NORMAL","NORMAL",NA,NA,NA,NA,NA,NA,NA,NA,24,"2007-07-07T13:27:36",24,NA,NA,NA,NA,NA
"GLP003","CL","107001552",NA,3480,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"NORMAL","NORMAL",NA,NA,NA,NA,NA,NA,NA,NA,25,"2007-07-08T13:31:08",25,NA,NA,NA,NA,NA
"GLP003","CL","107001552",NA,3481,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"NORMAL","NORMAL",NA,NA,NA,NA,NA,NA,NA,NA,26,"2007-07-09T08:56:36",26,NA,NA,NA,NA,NA
"GLP003","CL","107001552",NA,3482,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"NORMAL","NORMAL",NA,NA,NA,NA,NA,NA,NA,NA,27,"2007-07-10T12:45:28",27,NA,NA,NA,NA,NA
"GLP003","CL","107001552",NA,3483,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"NORMAL","NORMAL",NA,NA,NA,NA,NA,NA,NA,NA,28,"2007-07-11T13:44:21",28,NA,NA,NA,NA,NA
"GLP003","CL","107001552",NA,3484,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"NORMAL","NORMAL",NA,NA,NA,NA,NA,NA,NA,NA,29,"2007-07-12T12:57:37",29,NA,NA,NA,NA,NA
"GLP003","CL","107001552",NA,3485,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"End-of-Dose Necropsy","End-of-Dose Necropsy",NA,NA,NA,NA,NA,NA,NA,NA,30,"2007-07-13T10:35:38",30,NA,NA,NA,NA,NA
"GLP003","CL","107001552",NA,3486,NA,NA,"EOBS","Ophthalmologic Examinations","OPHTHALMOLOGY",NA,NA,"NORMAL","NORMAL",NA,NA,NA,NA,NA,NA,NA,NA,-7,"2007-06-07T15:34:11",-7,NA,NA,NA,NA,NA
"GLP003","CL","107001552",NA,3487,NA,NA,"EOBS","Ophthalmologic Examinations","OPHTHALMOLOGY",NA,NA,"NORMAL","NORMAL",NA,NA,NA,NA,NA,NA,NA,NA,22,"2007-07-05T11:07:10",22,NA,NA,NA,NA,NA
"GLP003","CL","107001552",NA,3488,NA,NA,"VOBS","Veterinary Examinations","PHYSICAL EXAM",NA,NA,"NORMAL","NORMAL",NA,NA,NA,NA,NA,NA,NA,NA,-7,"2007-06-07T08:15:15",-7,NA,NA,NA,NA,NA
"GLP003","CL","107001552",NA,3489,NA,NA,"VOBS","Veterinary Examinations","PHYSICAL EXAM",NA,NA,"NORMAL","NORMAL",NA,NA,NA,NA,NA,NA,NA,NA,22,"2007-07-05T11:49:48",22,NA,NA,NA,NA,NA
"GLP003","CL","107001505",NA,3490,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"NORMAL","NORMAL",NA,NA,NA,NA,NA,NA,NA,NA,1,"2007-06-14T15:50:28",1,NA,NA,NA,NA,NA
"GLP003","CL","107001505",NA,3491,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"NORMAL","NORMAL",NA,NA,NA,NA,NA,NA,NA,NA,2,"2007-06-15T15:28:04",2,NA,NA,NA,NA,NA
"GLP003","CL","107001505",NA,3492,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"NORMAL","NORMAL",NA,NA,NA,NA,NA,NA,NA,NA,3,"2007-06-16T15:06:55",3,NA,NA,NA,NA,NA
"GLP003","CL","107001505",NA,3493,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"NORMAL","NORMAL",NA,NA,NA,NA,NA,NA,NA,NA,4,"2007-06-17T10:56:39",4,NA,NA,NA,NA,NA
"GLP003","CL","107001505",NA,3494,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"NORMAL","NORMAL",NA,NA,NA,NA,NA,NA,NA,NA,5,"2007-06-18T10:35:24",5,NA,NA,NA,NA,NA
"GLP003","CL","107001505",NA,3495,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"NORMAL","NORMAL",NA,NA,NA,NA,NA,NA,NA,NA,6,"2007-06-19T15:31:32",6,NA,NA,NA,NA,NA
"GLP003","CL","107001505",NA,3496,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"NORMAL","NORMAL",NA,NA,NA,NA,NA,NA,NA,NA,7,"2007-06-20T11:53:18",7,NA,NA,NA,NA,NA
"GLP003","CL","107001505",NA,3497,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"NORMAL","NORMAL",NA,NA,NA,NA,NA,NA,NA,NA,8,"2007-06-21T11:15:30",8,NA,NA,NA,NA,NA
"GLP003","CL","107001505",NA,3498,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"NORMAL","NORMAL",NA,NA,NA,NA,NA,NA,NA,NA,9,"2007-06-22T12:07:04",9,NA,NA,NA,NA,NA
"GLP003","CL","107001505",NA,3499,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"NORMAL","NORMAL",NA,NA,NA,NA,NA,NA,NA,NA,10,"2007-06-23T16:04:21",10,NA,NA,NA,NA,NA
"GLP003","CL","107001505",NA,3500,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"NORMAL","NORMAL",NA,NA,NA,NA,NA,NA,NA,NA,11,"2007-06-24T14:39:50",11,NA,NA,NA,NA,NA
"GLP003","CL","107001505",NA,3501,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"NORMAL","NORMAL",NA,NA,NA,NA,NA,NA,NA,NA,12,"2007-06-25T14:23:11",12,NA,NA,NA,NA,NA
"GLP003","CL","107001505",NA,3502,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"NORMAL","NORMAL",NA,NA,NA,NA,NA,NA,NA,NA,13,"2007-06-26T13:32:42",13,NA,NA,NA,NA,NA
"GLP003","CL","107001505",NA,3503,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"NORMAL","NORMAL",NA,NA,NA,NA,NA,NA,NA,NA,14,"2007-06-27T11:43:25",14,NA,NA,NA,NA,NA
"GLP003","CL","107001505",NA,3504,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"NORMAL","NORMAL",NA,NA,NA,NA,NA,NA,NA,NA,15,"2007-06-28T14:20:27",15,NA,NA,NA,NA,NA
"GLP003","CL","107001505",NA,3505,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"NORMAL","NORMAL",NA,NA,NA,NA,NA,NA,NA,NA,16,"2007-06-29T13:57:01",16,NA,NA,NA,NA,NA
"GLP003","CL","107001505",NA,3506,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"NORMAL","NORMAL",NA,NA,NA,NA,NA,NA,NA,NA,17,"2007-06-30T14:00:48",17,NA,NA,NA,NA,NA
"GLP003","CL","107001505",NA,3507,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"NORMAL","NORMAL",NA,NA,NA,NA,NA,NA,NA,NA,18,"2007-07-01T11:51:55",18,NA,NA,NA,NA,NA
"GLP003","CL","107001505",NA,3508,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"NORMAL","NORMAL",NA,NA,NA,NA,NA,NA,NA,NA,19,"2007-07-02T12:09:32",19,NA,NA,NA,NA,NA
"GLP003","CL","107001505",NA,3509,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"NORMAL","NORMAL",NA,NA,NA,NA,NA,NA,NA,NA,20,"2007-07-03T09:59:55",20,NA,NA,NA,NA,NA
